"","X.1","X","business_id","city","postal_code","stars","review_count","Type","hours_per_week","weight"
"222",222,1547,"U1Gc3wKN5viu_e68KJVOdQ","Santa Barbara",93103,"4",147,"American",42.6,0.598905685715841
"223",223,1554,"U2hkeMI-q4cS35QolJYN0A","Santa Barbara",93101,"4",980,"Japanese",35.6,3.99270457143894
"224",224,1561,"U7XQ4-xZf-3a5diuDILpFA","Summerland",93108,"3.5",15,"Pizza",77,0.061112825073045
"225",225,1568,"UFpCraqzFBAhtZqmxmiWsA","Santa Barbara",93101,"4.5",116,"Coffee",54.15,0.472605847231548
"226",226,1575,"UQZe-qWOpGiyEPsTUko5Rg","Santa Barbara",93101,"4.5",25,"Healthy",30,0.101854708455075
"227",227,1582,"UjgqSqa4Biy34pHSEdwj_g","Santa Barbara",93101,"4",253,"Pizza",65.2,1.03076964956536
"228",228,1589,"UuRZpgZsHX7PyykHV3wbZg","Santa Barbara",93101,"4",761,"Bakery",56,3.10045732537248
"229",229,1596,"VAIOtbsxdNmuhUKkQZFRlA","Santa Barbara",93105,"4.5",524,"Bakery",57.2,2.13487468921837
"230",230,1603,"VC4jqq8Hu1_RjBFt8nHD2Q","Santa Barbara",93110,"5",19,"Bakery",8,0.077409578425857
"231",231,1610,"VOcGcN0bvGU_nzxbJgR5jQ","Santa Barbara",93108,"4.5",311,"Pizza",25.8,1.26707257318113
"232",232,1617,"VZhRxX3BzU09qK4UlXrN4g","Carpinteria",93013,"4.5",145,"American",42,0.590757309039435
"233",233,1624,"VciWUuWgNshjkRDPHiFCoQ","Santa Barbara",93105,"3.5",8,"Deli",96,0.032593506705624
"234",234,1631,"VeFfrEZ4iWaecrQg6Eq4cg","Goleta",93117,"4",189,"Mexican",73.8,0.770021595920367
"235",235,1638,"VgAKmXE8B7J0I_O_R13UKQ","Santa Barbara",93101,"4",511,"Coffee",70.7,2.08191024082173
"236",236,1645,"VqcHpG3ODZ4KHBhbxcL4-Q","Carpinteria",93013,"4",174,"Mexican",79,0.708908770847322
"237",237,1652,"Vt5gk5h5VlHXLu-cVKzOXw","Santa Barbara",93101,"3.5",24,"American",45,0.097780520116872
"238",238,1659,"W7gSJz80DywKnPRIGjA2Bw","Santa Barbara",93105,"3.5",126,"American",81.1,0.513347730613578
"239",239,1666,"W7zCBDLFv13fDzRXJefrrA","Santa Barbara",93105,"3.5",34,"Mexican",84,0.138522403498902
"240",240,1673,"WIH1ptTMD7aII_qfeVeaRg","Santa Barbara",93101,"4.5",13,"Mexican",98,0.052964448396639
"241",241,1680,"WUGRmrfSzQCyeG6mYAM-vw","Santa Barbara",93101,"4.5",125,"Mexican",54,0.509273542275375
"242",242,1687,"WVNkMz4sEl35swjVtKHOFw","Santa Barbara",93101,"4.5",112,"Bakery",46,0.456309093878736
"243",243,1694,"WfN-VixjWAbfe8efJEs3yQ","Montecito",93108,"3.5",57,"Bakery",53,0.232228735277571
"244",244,1701,"WrU1ZYN4jlYcL5mvJrQsCQ","Santa Barbara",93101,"4.5",133,"Mexican",70,0.541867048980999
"245",245,1708,"WtGHHomZhFffiL0UiKjGkw","Carpinteria",93013,"4.5",13,"Pizza",84,0.052964448396639
"246",246,1715,"WzgtV5eNV7rwtJYJUiPJ2w","Goleta",93117,"4",5,"American",4,0.020370941691015
"247",247,1722,"XHxAIQR-QAz6j1RMaz_J1A","Santa Barbara",93105,"3.5",131,"Pizza",59,0.533718672304593
"248",248,1729,"XXsofYxziipczzc3OFDD5Q","Santa Barbara",93117,"3",8,"Coffee",63,0.032593506705624
"249",249,1736,"XgehM3pBZWuXi45J2dqRJQ","Santa Barbara",93101,"4.5",319,"Healthy",34,1.29966607988676
"250",250,1743,"XwnkfMUiyH-OsJXbmbOK5g","Santa Barbara",93101,"3.5",155,"Japanese",70,0.631499192421465
"251",251,1750,"XyYsl2OyoMi6OMvzsdcVoQ","Santa Barbara",93101,"4",380,"Pizza",69,1.54819156851714
"252",252,1757,"Y-qMi8FQYC6-wq-4wBA54Q","Isla Vista",93117,"4",7,"American",21,0.028519318367421
"253",253,1764,"Y57sylYCgq2VQJuBCnjPfA","Santa Barbara",93101,"4",429,"Japanese",54,1.74782679708909
"254",254,1771,"YGgGefpPTFhgthvQvMAGoQ","Santa Barbara",93103,"4",286,"Mexican",60.9,1.16521786472606
"255",255,1778,"YXKot5TH9MhC4khAn0JC3w","Goleta",93117,"4",126,"Mexican",81,0.513347730613578
"256",256,1785,"YXaCcpETNtxrNNK6TbUTlw","Santa Barbara",93101,"4",324,"Japanese",65.1,1.32003702157777
"257",257,1792,"YgbIbmfDlB-bZSsjuIfKwA","Santa Barbara",93103,"3.5",219,"Bakery",54,0.892247246066457
"258",258,1799,"YrNtBUOUOYwmRZ_UVwH8iQ","Santa Barbara",93190,"3.5",433,"Bakery",49,1.7641235504419
"259",259,1806,"YxWiv24PHCseiVvGlqKFrQ","Isla Vista",93117,"4",485,"Pizza",82,1.97598134402846
"260",260,1813,"Z0mBsgDzDnFAEC5o4X6G9g","Santa Barbara",93110,"3.5",196,"Coffee",77,0.798540914287788
"261",261,1820,"ZRy4atrG3YHdb__qtE0FsA","Santa Barbara",93105,"3.5",71,"Mexican",98,0.289267372012413
"262",262,1827,"ZYqNIWch6Ik9wLZCa1hxkw","Santa Barbara",93103,"4.5",171,"Mexican",70.2,0.696686205832713
"263",263,1834,"ZrxlfdFU_qpnIHI2DmoRxA","Santa Barbara",93109,"4",176,"Pizza",58.3,0.717057147523728
"264",264,1841,"_T8tOBDr3NKNxd0yl5GwjA","Goleta",93117,"3",113,"Coffee",110,0.460383282216939
"265",265,1848,"_nSL2u-ZzX6kkAF2D2EZgQ","Goleta",93117,"3.5",77,"American",24,0.313712502041631
"266",266,1855,"_v3DcLatG70adfYzWTd-CQ","Carpinteria",93013,"4.5",97,"Healthy",55.8,0.395196268805691
"267",267,1862,"_vLfidpLDYHfZ_KnFZ75Lg","Isla Vista",93117,"3.5",209,"Mexican",49,0.851505362684427
"268",268,1869,"a9K3jxNUUe6jr1uh8FsakQ","Santa Barbara",93105,"3",65,"Breakfast",48,0.264822241983195
"269",269,1876,"aD4ysR05o5-onOjYjJ8QiQ","Goleta",93117,"3",27,"Deli",70.9,0.110003085131481
"270",270,1883,"aFhPwy7OhyKah4cJY2QdEQ","Santa Barbara",93108,"4.5",339,"American",35,1.38114984665082
"271",271,1890,"aOLFlIQibMg_lT2X4qKM2g","Goleta",93117,"4.5",96,"Coffee",68,0.391122080467488
"272",272,1897,"aY_n9RSaD2Yw09jSFFePew","Carpinteria",93013,"4",124,"Pizza",82,0.505199353937172
"273",273,1904,"acqDz7WDsCS3WiLxHVceOg","Santa Barbara",93103,"3.5",11,"Breakfast",93,0.044816071720233
"274",274,1911,"b1shfPbHpkeWtbGbz5iAtg","Santa Barbara",93105,"3",130,"Mexican",91,0.52964448396639
"275",275,1918,"b2Za53CjptGyf9K0fFnrAg","Santa Barbara",93105,"4",233,"Italian",25.9,0.949285882801299
"276",276,1925,"b5hxsRw76UUXcotxlCipuQ","Montecito",93108,"3.5",353,"Mexican",72,1.43818848338566
"277",277,1932,"bBA62rVklEG2WUnvi8RtrQ","Santa  Barbara",93105,"4",145,"Mexican",81.1,0.590757309039435
"278",278,1939,"bFWH7wlto7jjjwce5ZV--A","Goleta",93117,"4.5",227,"American",73,0.924840752772081
"279",279,1946,"bLnC1_-Kd_Z5qhHNQXCUfQ","Goleta",93117,"4",330,"Japanese",66,1.34448215160699
"280",280,1953,"bRlpi6k7wTSHHEapcLz_KA","Goleta",93117,"2",175,"Mexican",70.2,0.712982959185525
"281",281,1960,"bVaRZDHkWdsHuARGxxpREw","Santa Barbara",93101,"4.5",97,"Japanese",27.2,0.395196268805691
"282",282,1967,"bXrQejeR66IwebuhxPS7GA","Santa Barbara",93101,"4.5",323,"Deli",34,1.31596283323957
"283",283,1974,"bp482wqF6v80AltDNlPDfw","Santa Barbara",93101,"4.5",530,"American",53.4,2.15931981924759
"284",284,1981,"c0p9TawJSQHchy5aL8NWgQ","Santa Barbara",93103,"4.5",227,"Mexican",67.8,0.924840752772081
"285",285,1988,"c1tH5Btm_f7SQ-6ju22wag","Goleta",93117,"4",127,"Mexican",70,0.517421918951781
"286",286,1995,"cCi63HyU5XtjCaCVw0qJCw","Santa Barbara",93101,"3",15,"American",45,0.061112825073045
"287",287,2002,"cOoTIQ0RcudE1R5aRVZzdw","Carpinteria",93013,"3.5",92,"Breakfast",56,0.374825327114676
"288",288,2009,"cVW9b_1bqsvTU1jhGNWUsw","Santa Barbara",93106,"3",9,"Japanese",31.5,0.036667695043827
"289",289,2016,"cbX2XHrun39yJBND451_oA","Goleta",93117,"4",24,"Bakery",98,0.097780520116872
"290",290,2023,"ctVn7wMvJX8f4Z9SnOnrHw","Santa Barbara",93117,"3.5",243,"American",35,0.990027766183329
"291",291,2030,"d-5kMts7CzenaPgDzesQDg","Goleta",93117,"2.5",79,"Pizza",65.1,0.321860878718037
"292",292,2037,"d0E938M2_4kcuULUdnj-Xw","Santa Barbara",93101,"4.5",269,"American",58,1.09595666297661
"293",293,2044,"d0ybsdCs9S9DTDTxuwLbKg","Goleta",93117,"3",52,"Mexican",98,0.211857793586556
"294",294,2051,"d35qSICZEJDIuGUIUIbkgw","Goleta",93117,"2.5",33,"Fast Food",56,0.134448215160699
"295",295,2058,"dQ6d9H7rnFSOSC_FXbJ_FQ","Santa Barbara",93109,"4",50,"Healthy",84,0.20370941691015
"296",296,2065,"dbydQdzf0uEsvQ9y7SKT7w","Goleta",93117,"3.5",11,"American",63,0.044816071720233
"297",297,2072,"e0DU7_0mfalr-lnyUafiag","Montecito",93108,"3.5",147,"Pizza",68.5,0.598905685715841
"298",298,2079,"e8IBUW8tO5XlmgD4fSMtqA","Goleta",93117,"3",45,"Fast Food",47,0.183338475219135
"299",299,2086,"eBxc95u_Gcs9bLST0UntOQ","Santa Barbara",93105,"4",378,"Mexican",77,1.54004319184073
"300",300,2093,"eCnHSfwrco1Vs3m-iRcavw","Goleta",93117,"4",30,"American",60,0.12222565014609
"301",301,2100,"eGI_WepIIjYahIrMVRknfw","Goleta",93117,"4.5",79,"Japanese",70,0.321860878718037
"302",302,2107,"ebJav941naDgngDP2EIRHw","Santa Barbara",93101,"2.5",51,"Fast Food",67.9,0.207783605248353
"303",303,2114,"edJoBsse6nsF0BYh6pATAg","Santa Barbara",93101,"4.5",1500,"American",24,6.1112825073045
"304",304,2121,"eikRexw04kC6siBDkFnayQ","Santa Barbara",93101,"4.5",367,"American",56,1.4952271201205
"305",305,2128,"ejqpFQ0dwO7AZhxTO9fySg","Santa Barbara",93103,"4.5",140,"American",18.6,0.57038636734842
"306",306,2135,"eoH4nxBTSu6kf-41pWDwJQ","Carpinteria",93013,"4",253,"Pizza",60,1.03076964956536
"307",307,2142,"f3eve2cxUIzyanWnHdMtFQ","Santa Barbara",93101,"4.5",813,"Mexican",60.9,3.31231511895904
"308",308,2149,"f7S0WFDy_J1TGahYhnoMLA","Santa Barbara",93101,"4.5",170,"Pizza",55.2,0.69261201749451
"309",309,2156,"fAiPD2OIEm9wtS7uJqzu5Q","Goleta",93117,"4",130,"Healthy",54,0.52964448396639
"310",310,2163,"fApb6LKfOdy5u7MP0hsHKg","Santa Barbara",93105,"3.5",260,"Japanese",27.2,1.05928896793278
"311",311,2170,"fHUAs1ec568wu-a_mRq7Rw","Santa Barbara",93105,"1.5",49,"Fast Food",112,0.199635228571947
"312",312,2177,"fKrmWy4GFsrgdOYhN9pyZA","Santa Barbara",93101,"4",334,"Italian",26,1.3607789049598
"313",313,2184,"fVUurZgbWXzp2QzDzJzmpA","Santa Barbara",93101,"4.5",1213,"Deli",37,4.94199045424024
"314",314,2191,"fiQxkb1pfPpvrr0oYYYBcA","Santa Barbara",93101,"5",98,"American",18.3,0.399270457143894
"315",315,2198,"g5J9OJ5e8SgLYd2DL8_K9w","Goleta",93117,"4.5",10,"Mexican",52.2,0.04074188338203
"316",316,2205,"g9MWxLxQdADqja0qN1HKkQ","Carpinteria",93013,"5",16,"Deli",41,0.065187013411248
"317",317,2212,"gebiRewfieSdtt17PTW6Zg","Santa Barbara",93101,"3.5",488,"Japanese",0,1.98820390904306
"318",318,2219,"gg5jIrK0cQbb3rmZHrteUw","Carpinteria",93013,"2.5",15,"Deli",54,0.061112825073045
"319",319,2226,"gjCxTVItFxk46rCZ-YaiFA","Santa Barbara",93101,"4.5",340,"Deli",52,1.38522403498902
"320",320,2233,"grBPIq_eJCT_SGuhvMrUZQ","Santa Barbara",93105,"3.5",146,"Pizza",62,0.594831497377638
"321",321,2240,"gsXBNWHWhHv_f9NcwpVajw","Santa Barbara",93101,"4.5",29,"Coffee",70,0.118151461807887
"322",322,2247,"h8DlM-VbvCNzpsTqihgUAw","Santa Barbara",93103,"1.5",41,"Fast Food",20,0.167041721866323
"323",323,2254,"hDr_bt6MEwlGvGCCKzyzhg","Santa Barbara",93111,"4",187,"Coffee",46,0.761873219243961
"324",324,2261,"hFYKu5SujPYf_tmnoiKozw","Montecito",93108,"4.5",28,"Healthy",59,0.114077273469684
"325",325,2268,"hPzPpfSjgQkpWCD7YjcY-A","Santa Barbara",93101,"4.5",588,"Bakery",38,2.39562274286336
"326",326,2275,"hVKH5oED9NgGaZeIiF547A","Santa Barbara",93105,"4",214,"Healthy",70,0.871876304375442
"327",327,2282,"i2yCrMQx5soH0jMFG32vxQ","Goleta",93117,"3",32,"Fast Food",79.1,0.130374026822496
"328",328,2289,"i5C6RVgr03HSrgCl8oa1Fg","Santa Barbara",93101,"4",730,"Pizza",69,2.97415748688819
"329",329,2296,"i9ASBmmIJS3RjN_UP-TtKw","Santa Barbara",93105,"3",40,"Coffee",100.2,0.16296753352812
"330",330,2303,"iBBV8vesQ8fo2IQA7an1JA","Santa Barbara",93101,"4",733,"American",20.6,2.9863800519028
"331",331,2310,"iHdrLu8deF5GceB0V1rPhA","Santa Barbara",93108,"4.5",313,"Healthy",24.6,1.27522094985754
"332",332,2317,"iMTjejk6apJKzCukZnDw5A","Montecito",93108,"4.5",650,"Bakery",36,2.64822241983195
"333",333,2324,"iT78kOB6Ja3BJQdYipPa5g","Goleta",93117,"3.5",85,"Mexican",72,0.346306008747255
"334",334,2331,"ifjluUv4VASwmFqEp8cWlQ","Santa Barbara",93105,"4",64,"Pizza",61.8,0.260748053644992
"335",335,2338,"izSgTrqebu8bN8ONOCs6cQ","Santa Barbara",93101,"5",123,"Coffee",30.2,0.501125165598969
"336",336,2345,"j3Ml_qEFnDOaH5miNzG6xw","Santa Barbara",93109,"3.5",173,"Mexican",62.6,0.704834582509119
"337",337,2352,"j6TDQvbRoMszGR0hyaVxvw","Goleta",93117,"2.5",57,"Fast Food",37.1,0.232228735277571
"338",338,2359,"j8c8WFqySY1eybnkJfgjSg","Montecito",93108,"4",22,"American",28.6,0.089632143440466
"339",339,2366,"jR3sTUWCPuOCWpdm8Pn-wQ","Santa Barbara",93105,"4.5",270,"Japanese",25,1.10003085131481
"340",340,2373,"jWgZRpdHy8csA1sUz1auSw","Santa Barbara",93105,"3.5",23,"Mexican",101,0.093706331778669
"341",341,2380,"jZncFsMQdrq268OHq_Q6uw","Santa Barbara",93109,"4",108,"Mexican",112,0.440012340525924
"342",342,2387,"jfRq1KtjEGyPoMo9HZVw2Q","Santa Barbara",93103,"3.5",32,"American",76.9,0.130374026822496
"343",343,2394,"jrSC1bwN2lz9dVBrNTejSg","Carpinteria",93013,"3.5",204,"Bakery",55.9,0.831134420993412
"344",344,2401,"jshnKTsnoXLSez5XD1qo7Q","Santa Barbara",93105,"2.5",56,"Fast Food",99.5,0.228154546939368
"345",345,2408,"jssubXBNkiSJIhbKuDtmpQ","Santa Barbara",93101,"3.5",203,"Japanese",35,0.827060232655209
"346",346,2415,"k6Ptrc94R-Mk549pDEVTFA","Santa Barbara",93105,"4",164,"Healthy",54,0.668166887465292
"347",347,2422,"kAGknILVe6xCv9a2uc5JHw","Carpinteria",93013,"2",25,"Fast Food",101.5,0.101854708455075
"348",348,2429,"kZtl_NJjUnlIQgzFrBhXyQ","Santa Barbara",93109,"3.5",227,"Japanese",28.6,0.924840752772081
"349",349,2436,"krTxH1a9kzWgwvt3PVH8pQ","Carpinteria",93013,"4.5",318,"American",24,1.29559189154855
"350",350,2443,"kwqXOtLCbNjgvwuMj4H1AQ","Santa Barbara",93108,"4.5",70,"Deli",40,0.28519318367421
"351",351,2450,"kwtKZ3fzM5jlR8Z7KIA17g","Santa Barbara",93101,"5",50,"American",60,0.20370941691015
"352",352,2457,"l7NDxnGzb6z2_H08rtfS0w","Goleta",93117,"4",54,"Mexican",70,0.220006170262962
"353",353,2464,"lNkxXDcNoHBpWDNPoZesYw","Montecito",93108,"4",88,"Italian",25.9,0.358528573761864
"354",354,2471,"lZ44dxn1TCzJaVBa8Ze8DQ","Goleta",93117,"3",266,"Japanese",35,1.083734097962
"355",355,2478,"l_slvEnh4v3W8BXF1gYlcQ","Santa Barbara",93101,"3.5",655,"Mexican",69.1,2.66859336152297
"356",356,2485,"lnGHZ_pEJNGT9pcGQ467Ew","Santa Barbara",93105,"3",52,"American",105,0.211857793586556
"357",357,2492,"lu2UpRHLBZfvLG_caNEHKQ","Santa Barbara",93101,"4",566,"Healthy",49,2.3059905994229
"358",358,2499,"lwbFhaGaKUtwPdaXXjy3mQ","Santa Barbara",93101,"4.5",11,"American",76.7,0.044816071720233
"359",359,2506,"m-EfDi7UBwdiEBm7NXqq3w","Isla Vista",93117,"4",151,"Pizza",60,0.615202439068653
"360",360,2513,"m4kvY0viCwxqRtgOycnKVQ","Santa Barbara",93101,"4.5",768,"Mexican",30,3.1289766437399
"361",361,2520,"mAqgsZBTN-wsShMpkz2o9g","Santa Barbara",93101,"3",142,"Deli",94.45,0.578534744024826
"362",362,2527,"mMuvlDGcJrokNFd4ob9tcw","Summerland",93067,"4",32,"Coffee",56,0.130374026822496
"363",363,2534,"mNmUN0HghVFeAYTJ5GwxoA","Carpinteria",93013,"2.5",49,"Breakfast",82,0.199635228571947
"364",364,2541,"mYofSuxrIrPS2Gjsu-ZI4w","Santa Barbara",93103,"4.5",47,"Bakery",69,0.191486851895541
"365",365,2548,"mZ-pJSdAVrBa7ioXVzE7-Q","Santa Barbara",93103,"3.5",22,"American",35,0.089632143440466
"366",366,2555,"nMn4CTJQPXqpgLltYQrxMA","Santa Barbara",93101,"4.5",240,"Coffee",53.9,0.97780520116872
"367",367,2562,"nYPzsOjvida-ne7swSPHpA","Santa Barbara",93101,"4.5",990,"Mexican",71,4.03344645482097
"368",368,2569,"n_RyzuCAiR4yW2JLkl0Jng","Santa Barbara",93101,"2.5",21,"Breakfast",8.5,0.085557955102263
"369",369,2576,"nqsrL6BuIevb285dbdXjjA","Goleta",93117,"2.5",10,"Deli",73.3,0.04074188338203
"370",370,2583,"o4IiNbNybcy-L4vzTSoDJw","Santa Barbara",93101,"4",672,"Italian",27.5,2.73785456327242
"371",371,2590,"o9dB3ptlB9qdiOvJzMeSLw","Goleta",93117,"3.5",173,"American",63,0.704834582509119
"372",372,2597,"oGDGlUbOjHxmmCh8ZYcDCg","Santa Barbara",93101,"4",1520,"American",26,6.19276627406856
"373",373,2604,"oJwMmSZKJOnMboZ_z67MZw","Santa Barbara",93101,"4.5",93,"Pizza",30,0.378899515452879
"374",374,2611,"oYireVavpwflbyWes2BsqQ","Santa Barbara",93105,"2.5",5,"Mexican",66,0.020370941691015
"375",375,2618,"od_MWVpghkvSsl1HKasM9A","Santa Barbara",93105,"4",55,"Healthy",84,0.224080358601165
"376",376,2625,"okc-iCgWvKGa1DfQSOh1Ig","Santa Barbara",93103,"4",10,"Mexican",68,0.04074188338203
"377",377,2632,"omnCKxL0f_akh0eYeJxjDg","Santa Barbara",93101,"4",353,"American",71,1.43818848338566
"378",378,2639,"p2kC-cD22QAQzIGD8ZuqFA","Santa Barbara",93105,"4",73,"Coffee",70,0.297415748688819
"379",379,2646,"p6yHZaiijFq4b4P3sYSRjA","Montecito",93108,"4.5",34,"Bakery",42,0.138522403498902
"380",380,2653,"pC0vDDpl_2ue3HGAmGpMSg","Santa Barbara",93103,"3",5,"American",49,0.020370941691015
"381",381,2660,"pWDE_rueENu_f5HKA_AsWw","Goleta",93117,"4",159,"Coffee",66.5,0.647795945774277
"382",382,2667,"pqF3WkYktbR28uk2PSR7Rg","Santa Barbara",93101,"4",240,"American",56,0.97780520116872
"383",383,2674,"psZB8nX22WvadV3iUShUBg","Goleta",93117,"3",31,"Fast Food",87.9,0.126299838484293
"384",384,2681,"q-1ICFSqs2MwDGfe5tX-SQ","Santa Barbara",93105,"4",337,"American",28.4,1.37300146997441
"385",385,2688,"qM2gfO-cqpDzxmIX-XzuWA","Santa Barbara",93108,"4",77,"American",35,0.313712502041631
"386",386,2695,"qNXAR7i6Tb3m0J0UBurj6g","Carpinteria",93013,"4.5",84,"Healthy",16,0.342231820409052
"387",387,2702,"qdpdUjdkEUpzYDdce2yZng","Santa Barbara",93105,"4",188,"Deli",48.1,0.765947407582164
"388",388,2709,"qx2YTFXfVDwQUfOeWCFfbw","Santa Barbara",93105,"3",43,"Deli",51,0.175190098542729
"389",389,2716,"r2IhvKZQ_wLR5mLBnPOilg","Santa Barbara",93108,"4.5",557,"American",62,2.26932290437907
"390",390,2723,"r926yelr_EJAKQCjdD6AWA","Santa Barbara",93101,"4",519,"Breakfast",18.4,2.11450374752736
"391",391,2730,"rPVmM0aJbC6lU_mnDiZ2Rw","Santa Barbara",93105,"4",213,"American",44,0.867802116037239
"392",392,2737,"rUePoREIOze59D3fd6B6ew","Goleta",93111,"2.5",48,"Pizza",70.1,0.195561040233744
"393",393,2744,"rlfWeYI1SLvC8ZKM_OvXWA","Santa Barbara",93106,"4",10,"Pizza",20,0.04074188338203
"394",394,2751,"s4k1P9FHfPUzw3dqXRp7eA","Santa Barbara",93101,"4.5",234,"Bakery",66,0.953360071139502
"395",395,2758,"sj2o49ZCq2iJlZxDNrHDaA","Santa Barbara",93108,"4.5",150,"Pizza",83,0.61112825073045
"396",396,2765,"sjWf71VmU5HIwqX8RGCLJw","Santa Barbara",93101,"4.5",22,"American",39.9,0.089632143440466
"397",397,2772,"sk0IM8koYo1o9-k_rpkmxQ","Santa Barbara",93101,"4.5",95,"Mexican",54,0.387047892129285
"398",398,2779,"soaZ7_oU7xcphlw6gpWblg","Santa Barbara",93109,"3",47,"Coffee",112,0.191486851895541
"399",399,2786,"ssZSQ7HzLFBbm41gWubXKQ","Santa Barbara",93117,"3",46,"Mexican",93.1,0.187412663557338
"400",400,2793,"syuKX2pH3JJhOOppzNI6SA","Santa Barbara",93101,"4.5",184,"Japanese",16,0.749650654229352
"401",401,2800,"sz5SMsTOTAshdfsaK98-TA","Goleta",93117,"4",291,"American",25.8,1.18558880641707
"402",402,2807,"tA1IXs5GeNAqnJgaD4ajZA","Goleta",93117,"3.5",46,"Pizza",64,0.187412663557338
"403",403,2814,"tGQytMbOXDdZS_OSK9hkBw","Santa Barbara",93101,"4",149,"American",22.1,0.607054062392247
"404",404,2821,"tS47dXDlx9t-6B_F56cKUA","Santa Barbara",93105,"2",97,"Mexican",70.2,0.395196268805691
"405",405,2828,"tf6S06LD09IFDHUpOPqPaw","Santa Barbara",93103,"4.5",856,"Mexican",51,3.48750521750177
"406",406,2835,"thlyktt2c7v1DyOpSVSibw","Santa Barbara",93101,"4",897,"Breakfast",30,3.65454693936809
"407",407,2842,"tjIIpbimdbi9Lrb-DoIzKg","Isla Vista",93117,"4",64,"Japanese",56,0.260748053644992
"408",408,2849,"tyt3pz0x3ZB8GXsSx1a9Aw","Santa Barbara",93101,"4",251,"Italian",35,1.02262127288895
"409",409,2856,"u3uB0GD7cVf5NC-AFHdwnQ","Santa Barbara",93101,"5",10,"Coffee",20.1,0.04074188338203
"410",410,2863,"u9oG6CVhS9dJR5ZHS5q23A","Santa Barbara",93109,"4.5",127,"Bakery",38,0.517421918951781
"411",411,2870,"uGo0TCVNOcDQxMArUU0Jrw","Goleta",93117,"4",561,"Breakfast",42,2.28561965773188
"412",412,2877,"uO39--k_hrCFgZh-Bl8m8A","Santa Barbara",93101,"4.5",409,"Mexican",61.8,1.66634303032503
"413",413,2884,"uvb3NcpqBEaCrrcyfNF-wA","Carpinteria",93013,"2.5",81,"Coffee",96,0.330009255394443
"414",414,2891,"vC2qm1y3Au5czBtbhc-DNw","Carpinteria",93013,"3",167,"Japanese",35,0.680389452479901
"415",415,2898,"vNRTLUP22o1X3sMURoiB9A","Carpinteria",93013,"4",94,"Mexican",98.3,0.382973703791082
"416",416,2905,"vTXNVK73GOvVb3js4w8SLg","Santa Barbara",93105,"2.5",39,"Pizza",70.1,0.158893345189917
"417",417,2912,"vZG0BDPGDJxMGiXcGoVU6w","Santa Barbara",93110,"4",182,"Fast Food",90,0.741502277552946
"418",418,2919,"vhWlxyLEWAbNOMtQ42yzFg","Santa Barbara",93101,"4.5",492,"Deli",35,2.00450066239588
"419",419,2926,"vj6AetpADpHOYtMRZsXX3g","Santa Barbara",93105,"4",807,"Mexican",70,3.28786998892982
"420",420,2933,"vmq2cm0Ayol4toVsL4dZfA","Isla Vista",93117,"4.5",187,"Healthy",84,0.761873219243961
"421",421,2940,"vyyr3G874jpRYSQo2KPZow","Goleta",93117,"5",117,"Bakery",71.4,0.476680035569751
"422",422,2947,"w79qtK0PpeDWrnY7E-uTRg","Santa Barbara",93109,"3.5",28,"Fast Food",50,0.114077273469684
"423",423,2954,"wFES5bGDiPANW13hNHnXOQ","Santa Barbara",93108,"4",374,"Japanese",22.9,1.52374643848792
"424",424,2961,"wK2IixmZUOEFGz1QZqR99Q","Santa Barbara",93101,"4",75,"Deli",93.8,0.305564125365225
"425",425,2968,"wKOD2ZWMpiJcdSswRXVuRA","Goleta",93117,"3.5",144,"American",76.9,0.586683120701232
"426",426,2975,"wMZAnrfwV-qHiV5zdTSrzw","Santa Barbara",93110,"4",296,"American",35,1.20595974810809
"427",427,2982,"wUHUyTrOpUcTVTQpyZFo8w","Santa Barbara",93101,"2",34,"Fast Food",114,0.138522403498902
"428",428,2989,"wfjqxgLSsLtyzswzQBziSw","Santa Barbara",93101,"4",165,"Italian",38.2,0.672241075803495
"429",429,2996,"wupvqueqdEZXQxv14sa9vw","Carpinteria",93013,"4",455,"American",57,1.85375569388237
"430",430,3003,"wvD7TOuE-qUhkyXoi8K8hA","Santa Barbara",93103,"4",246,"Mexican",68,1.00225033119794
"431",431,3010,"x3D4pyClaewoT1H2Jzcmjg","Goleta",93117,"4",8,"American",54,0.032593506705624
"432",432,3017,"xRapA2lG7mjJ6eOqHmxe-A","Santa Barbara",93101,"4",155,"American",20,0.631499192421465
"433",433,3024,"xVtO6a4dqKQQzMXkSPL80A","Santa Barbara",93101,"4",73,"Mexican",46,0.297415748688819
"434",434,3031,"xdEND5C5s4FqCqgf0p7EBg","Goleta",93117,"3",29,"Fast Food",105,0.118151461807887
"435",435,3038,"xwSWtJcQkzTF6HNm_IMgcg","Goleta",93117,"2.5",94,"Pizza",64,0.382973703791082
"436",436,3045,"y4x_wAQvUxvTR8iV-JP4Jg","Santa Barbara",93109,"4",504,"American",66,2.05339092245431
"437",437,3052,"yEmEDomLUofVtbZoUeFV5g","Santa Barbara",93105,"4",312,"Coffee",67.9,1.27114676151934
"438",438,3059,"yM7eA2uuH3Ch7OYVj3PKSw","Santa Barbara",93101,"4.5",82,"Japanese",21,0.334083443732646
"439",439,3066,"yPSejq3_erxo9zdVYTBnZA","Santa Barbara",93101,"4.5",3834,"Mexican",70,15.6204380886703
"440",440,3073,"ycbmvmBYk4w_ZmdrPL0tBQ","Santa Barbara",93101,"4",362,"American",74.5,1.47485617842949
