,Unnamed: 0.1,index,Unnamed: 0,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories,hours,Type
151,153,240,35261,zJpZ-uQ_F0XVgK1u98uWSg,Gloria's Gourmet Kitchen,631 W Carrillo St,Santa Barbara,CA,93101,34.4146025,-119.7100933,4.5,13,"Food Trucks, Tacos, Mexican, Salad, Food, Restaurants","{'Monday': '18:30-23:0', 'Tuesday': '18:30-23:0', 'Wednesday': '18:30-23:0', 'Thursday': '18:30-23:0', 'Friday': '18:30-23:0', 'Saturday': '18:30-23:0'}",Mexican
152,154,242,35306,VgAKmXE8B7J0I_O_R13UKQ,Santa Barbara Roasting Company,321 Motor Way,Santa Barbara,CA,93101,34.41507,-119.6944335,4,511,"Restaurants, Bakeries, Breakfast & Brunch, Food, Coffee Roasteries, Coffee & Tea","{'Monday': '6:30-18:0', 'Tuesday': '6:30-18:0', 'Wednesday': '6:30-18:0', 'Thursday': '6:30-18:0', 'Friday': '7:0-13:45', 'Saturday': '7:0-13:45', 'Sunday': '7:0-18:0'}",Coffee
153,155,244,35668,yw3vRR7XLIjEnlhMnVzR7w,Kai Sushi Shabu-Shabu,738 State St,Santa Barbara,CA,93101,34.419763,-119.6989834,2.5,240,"Restaurants, Sushi Bars","{'Tuesday': '17:30-22:30', 'Wednesday': '17:30-22:30', 'Thursday': '17:30-22:30', 'Friday': '17:30-23:0', 'Saturday': '13:0-23:0', 'Sunday': '13:0-22:30'}",Japanese
154,156,245,35777,XyYsl2OyoMi6OMvzsdcVoQ,MIZZA,1112 State St,Santa Barbara,CA,93101,34.422807,-119.703594,4,380,"Restaurants, Salad, Sandwiches, Italian, Pizza","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}",Pizza
155,157,246,35978,JZrspVMm79n_iHTYftkI0g,La Tapatia Bakery,832 N Milpas St,Santa Barbara,CA,93103,34.43013953,-119.6897619,4,56,"Food, Mexican, Restaurants, Bakeries","{'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-17:0', 'Sunday': '7:0-14:0'}",Mexican
156,158,248,36576,qx2YTFXfVDwQUfOeWCFfbw,Jersey Mike's Subs,3325 State St,Santa Barbara,CA,93105,34.439864,-119.735889,3,43,"Delis, Restaurants, Fast Food, Sandwiches","{'Monday': '0:0-0:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-15:0'}",Deli
157,159,250,36993,vhWlxyLEWAbNOMtQ42yzFg,Norton's Pastrami & Deli,18 W Figueroa St,Santa Barbara,CA,93101,34.4219915,-119.7038202,4.5,492,"Gluten-Free, American (New), Restaurants, Sandwiches, Salad, Steakhouses, Delis, American (Traditional)","{'Monday': '10:0-16:0', 'Tuesday': '10:0-16:0', 'Wednesday': '10:0-16:0', 'Thursday': '10:0-16:0', 'Friday': '10:0-16:0', 'Saturday': '11:0-16:0'}",Deli
158,160,253,37207,Ng4PxR9WVdbnDGC50PbzwQ,Jersey Mike's Subs,7034 Market Place Dr,Goleta,CA,93117,34.429515,-119.872526,3,89,"Fast Food, Restaurants, Sandwiches, Delis","{'Monday': '0:0-0:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}",Deli
159,161,254,37310,noiUCN8A9Vdm9pUbWX6K-w,Tydes Restaurant,1260 Channel Dr,Santa Barbara,CA,93108,34.4174611,-119.6425353,4,56,"Seafood, American (New), Salad, Restaurants, Sandwiches","{'Monday': '16:30-21:0', 'Thursday': '11:30-15:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '17:0-21:0'}",Seafood
160,162,255,37405,Qki5LF9vIN7KPM3gn2WkJQ,On The Alley - Goleta,7038 Market Pl Dr,Goleta,CA,93117,34.429785,-119.872615,4,232,"Seafood, Breakfast & Brunch, American (Traditional), Restaurants, Burgers","{'Monday': '0:0-0:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-14:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}",Seafood
161,163,256,37439,PHSda9zEwtFicCICD6TP1A,Luna Grill,"3925 State St, Unit A",Santa Barbara,CA,93105,34.44014643,-119.7523719,4,225,"Mediterranean, Restaurants, Salad, Greek","{'Monday': '0:0-0:0', 'Tuesday': '12:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-15:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",Mediterranean
162,164,259,37949,DV0BJwh9qzPqcxufrA_7ag,Sam's to Go - Milpas,726 N Milpas St,Santa Barbara,CA,93103,34.4290389,-119.6886416,3,33,"Delis, Salad, Restaurants, Sandwiches, Burgers, American (Traditional)","{'Monday': '10:0-20:30', 'Tuesday': '10:0-20:30', 'Wednesday': '10:0-20:30', 'Thursday': '10:0-20:30', 'Friday': '10:0-20:30', 'Saturday': '10:0-20:30', 'Sunday': '11:0-19:0'}",Deli
163,165,260,38302,YXaCcpETNtxrNNK6TbUTlw,Sachi Ramen And Robata Bar,721 Chapala St,Santa Barbara,CA,93101,34.41803268,-119.6999646,4,324,"Ramen, Vegetarian, Sushi Bars, Japanese, Restaurants","{'Monday': '11:0-20:30', 'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-20:30', 'Saturday': '11:0-20:30', 'Sunday': '11:0-20:30'}",Japanese
166,168,264,38690,Un-UDVOuv1co3TMmGaumxA,Shoreline Beach Cafe,801 Shoreline Dr,Santa Barbara,CA,93109,34.4026017,-119.697943,4,534,"Cafes, Burgers, American (Traditional), Tacos, Seafood, Restaurants, Mexican","{'Monday': '9:0-17:30', 'Tuesday': '9:0-17:30', 'Wednesday': '9:0-17:30', 'Thursday': '9:0-17:30', 'Friday': '8:0-17:30', 'Saturday': '8:0-17:30', 'Sunday': '8:0-17:30'}",Seafood
167,169,265,38737,2nF2syYoD5VBFk01le6NkA,Montecito Deli & Catering,1150 Coast Village Rd,Santa Barbara,CA,93108,34.42139766,-119.6464268,4.5,31,"Delis, Restaurants","{'Monday': '7:30-14:0', 'Tuesday': '7:30-14:0', 'Wednesday': '7:30-14:0', 'Thursday': '7:30-14:0', 'Friday': '7:30-14:0'}",Deli
169,171,267,39619,z9-8KvMAlVK46De-G3sNJQ,Blenders In The Grass,720 State St,Santa Barbara,CA,93101,34.4193109,-119.6985193,4,239,"Fast Food, Food, Acai Bowls, Juice Bars & Smoothies, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-18:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-22:0'}",Healthy
170,172,268,39662,QaFbv7aLQBcfT4xMF1_WnQ,Rockfire Grill,6583 Pardall Rd,Goleta,CA,93117,34.4128786,-119.8577837,4.5,1246,"Restaurants, Chicken Wings, Sandwiches, Breakfast & Brunch, Pizza, Burgers","{'Monday': '0:0-0:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-19:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '17:0-22:0', 'Sunday': '11:0-22:0'}",American
171,173,270,39840,45Ut-AN8h3c88-pYTrGBnA,PokeCeviche,901 Embarcadero Del Mar,Goleta,CA,93117,34.41301403,-119.8572313,4,155,"Asian Fusion, Poke, Seafood, Food, Restaurants","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-0:0'}",Japanese
172,174,271,40208,W7gSJz80DywKnPRIGjA2Bw,Derf's Cafe,2000 De La Vina St,Santa Barbara,CA,93105,34.428957,-119.7169716,3.5,126,"Restaurants, American (Traditional)","{'Monday': '10:0-21:30', 'Tuesday': '10:0-21:30', 'Wednesday': '10:0-21:30', 'Thursday': '10:0-21:30', 'Friday': '10:0-21:30', 'Saturday': '9:0-21:30', 'Sunday': '9:0-21:30'}",American
173,175,274,40807,oJwMmSZKJOnMboZ_z67MZw,Revolver,1429 San Andres St,Santa Barbara,CA,93101,34.4184182,-119.7160021,4.5,93,"Restaurants, Pizza","{'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '16:0-22:0'}",Pizza
174,176,276,41077,IDyJPdJ-zTXJ_FSSOMOgbg,Taco's To Go,794 Linden Ave,Carpinteria,CA,93013,34.3973934,-119.5199812,4,84,"Restaurants, Mexican, Food, Beer, Wine & Spirits","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-21:0'}",Mexican
175,177,277,41593,ERzIS-WRLw-80_B4yqcG3Q,Chuck's of Hawaii,3888 State St,Santa Barbara,CA,93105,34.4407042,-119.7500818,3.5,260,"Salad, Steakhouses, Restaurants, Nightlife, Seafood","{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '17:0-21:0'}",Steakhouse
176,178,278,41668,IZZ7J14VnJGyUqYH1tgT6w,Satellite,1117 State St,Santa Barbara,CA,93101,34.4226158,-119.7040291,4.5,159,"Restaurants, Vegan, Tapas/Small Plates, Vegetarian, Bars, Farmers Market, Beer, Wine & Spirits, Beer Bar, Food, Cafes, Nightlife, Wine Bars","{'Monday': '0:0-0:0', 'Tuesday': '12:0-20:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-17:0'}",Healthy
177,179,279,41796,YxWiv24PHCseiVvGlqKFrQ,Woodstock's Pizza Isla Vista,928 Embarcadero Del Norte,Isla Vista,CA,93117,34.41233106,-119.8552291,4,485,"Vegetarian, Gluten-Free, Pizza, Caterers, Restaurants, Event Planning & Services","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}",Pizza
178,180,280,41952,U3grYFIeu6RgAAQgdriHww,Brophy Bros - Santa Barbara,119 Harbor Way,Santa Barbara,CA,93109,34.4037593,-119.6939922,4,2940,"Cocktail Bars, Fish & Chips, Nightlife, Seafood, Restaurants, Bars","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-16:0', 'Saturday': '11:0-16:0', 'Sunday': '11:0-22:0'}",Seafood
181,183,285,42740,q36uZc2hQml10YGHazJaoQ,Secret Bao,1201 Anacapa St,Santa Barbara,CA,93101,34.42447694,-119.7035096,4.5,145,"Pop-Up Restaurants, Korean, Restaurants, Asian Fusion","{'Wednesday': '17:0-20:0', 'Thursday': '17:0-20:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '17:0-20:0'}",Korean
182,184,288,43213,5vObJIHLO-QOMrw_MvC4rA,The Worker Bee Cafe,973 Linden Ave,Carpinteria,CA,93013,34.3988256,-119.5187957,4,828,"Breakfast & Brunch, Diners, Restaurants, American (Traditional)","{'Monday': '0:0-0:0', 'Tuesday': '8:0-14:0', 'Wednesday': '8:0-14:0', 'Thursday': '8:0-14:0', 'Friday': '8:0-14:0', 'Saturday': '8:0-14:0', 'Sunday': '8:0-14:0'}",Breakfast
183,185,289,43367,nYPzsOjvida-ne7swSPHpA,Santo Mezcal,119 State St,Santa Barbara,CA,93101,34.413456,-119.691322,4.5,990,"Latin American, Restaurants, Mexican, New Mexican Cuisine","{'Monday': '0:0-0:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '11:0-15:0'}",Mexican
185,187,294,43820,cAbdvzqtFLaAAMFIyPf2AA,Holdren's Steaks & Seafood,512 State St,Santa Barbara,CA,93101,34.4171144,-119.6958556,4,544,"Steakhouses, Burgers, Bars, Seafood, Cocktail Bars, Restaurants, Nightlife","{'Monday': '16:0-21:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",Steakhouse
186,188,295,43984,IXQH9-nnTWZFgBF0V3MH-A,Cali-Forno Pizzeria,905 State St,Santa Barbara,CA,93101,34.4206139,-119.7009473,4,16,"Sandwiches, Pizza, Restaurants, Italian","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:30-20:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '11:30-20:0'}",Pizza
187,189,296,44047,rUePoREIOze59D3fd6B6ew,Domino's Pizza,"185 S Patterson Ave, Ste G",Goleta,CA,93111,34.4356695,-119.8097733,2.5,48,"Pizza, Sandwiches, Chicken Wings, Restaurants","{'Monday': '10:30-0:0', 'Tuesday': '10:30-0:0', 'Wednesday': '10:30-0:0', 'Thursday': '10:30-0:0', 'Friday': '10:30-1:0', 'Saturday': '10:30-1:0', 'Sunday': '10:30-0:0'}",Pizza
188,190,297,44302,FdoqtMadj4ybDAL7S-yUBQ,Summerland Beach Cafe,2294 Lillie Ave,Summerland,CA,93067,34.4219409,-119.6002318,4,663,"Restaurants, American (Traditional), Breakfast & Brunch","{'Monday': '7:0-14:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '7:0-15:0', 'Sunday': '7:0-15:0'}",American
189,191,298,44380,3xJ_6qxRA0sdUm3ThCPiCw,Giannfranco's Trattoria,666 Linden Ave,Carpinteria,CA,93013,34.3966511,-119.5207933,4,271,"Italian, Restaurants","{'Monday': '17:0-20:30', 'Wednesday': '17:0-20:30', 'Thursday': '17:0-20:30', 'Friday': '17:0-20:30', 'Saturday': '17:0-20:30', 'Sunday': '17:0-20:30'}",Italian
190,192,299,44547,u3uB0GD7cVf5NC-AFHdwnQ,Golden Line Coffee Bar,"618 Anacapa St, Ste A, Villa Wine Bar",Santa Barbara,CA,93101,34.4195407,-119.6963589,5,10,"Pop-Up Restaurants, Coffee & Tea, Food, Restaurants","{'Friday': '7:30-14:0', 'Saturday': '7:30-14:0', 'Sunday': '7:30-14:0'}",Coffee
191,193,300,44745,IG-CwPl5mb6-hmpFjXUIvA,Choppa Poke,716 State St,Santa Barbara,CA,93101,34.419247,-119.698394,4,52,"Food, Live/Raw Food, Restaurants, Ice Cream & Frozen Yogurt, Asian Fusion, Poke, Seafood, Food Delivery Services","{'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:30-20:0', 'Sunday': '11:30-20:0'}",Seafood
192,194,301,44794,5vIfUavd23X3lBzjnnc4QA,Winchell's Donuts,202 N Milpas,Santa Barbara,CA,93103,34.423799,-119.6815126,3,21,"Food, Donuts, Restaurants, Sandwiches, Coffee & Tea","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Bakery
193,195,303,45135,-r6nmLB5Vi2TLQCxh0_dtw,South Coast Deli- Carrillo,10 E Carrillo St,Santa Barbara,CA,93101,34.4217021,-119.7013299,4,215,"Salad, Sandwiches, Restaurants, Delis","{'Monday': '9:0-16:0', 'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-16:0', 'Friday': '9:0-16:0', 'Saturday': '9:0-16:0'}",Deli
194,196,305,45406,NCHUoBAMTDqI754PICPN9A,Starbucks,888 Embarcadero Del Norte,Isla Vista,CA,93117,34.413366,-119.855213,3,99,"Restaurants, Food, Coffee & Tea","{'Monday': '0:0-0:0', 'Tuesday': '6:0-20:0', 'Wednesday': '6:0-20:0', 'Thursday': '6:0-20:0', 'Friday': '6:0-20:0', 'Saturday': '6:0-20:0', 'Sunday': '6:0-20:0'}",Coffee
195,197,307,45931,mAqgsZBTN-wsShMpkz2o9g,Cantwell's Market & Deli,1533 State St,Santa Barbara,CA,93101,34.4267539,-119.7095028,3,142,"Food, Breakfast & Brunch, Grocery, Sandwiches, Beer, Wine & Spirits, Meat Shops, Delis, Specialty Food, Restaurants, Health Markets","{'Monday': '6:15-21:0', 'Tuesday': '6:15-21:0', 'Wednesday': '6:15-21:0', 'Thursday': '7:0-17:45', 'Friday': '7:0-19:45', 'Saturday': '7:0-21:0', 'Sunday': '7:0-20:0'}",Deli
196,198,308,46224,CTmAWi-W8_Id00EjHF5Uwg,Rusty's Pizza Parlor,5250 Carpinteria Ave,Carpinteria,CA,93013,34.3972654,-119.5159889,3.5,131,"Restaurants, Salad, Sandwiches, Chicken Wings, Pizza","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-0:0'}",Pizza
198,200,310,46363,U2hkeMI-q4cS35QolJYN0A,Arigato Sushi,1225 State St,Santa Barbara,CA,93101,34.4238502,-119.7054774,4,980,"Restaurants, Sushi Bars, Japanese, Asian Fusion","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:30', 'Saturday': '17:0-22:30', 'Sunday': '17:0-22:0'}",Japanese
199,201,311,46378,b2Za53CjptGyf9K0fFnrAg,Petrini's Italian Restaurant - Santa Barbara,14 W Calle Laureles,Santa Barbara,CA,93105,34.43980386,-119.7283962,4,233,"Restaurants, Pizza, Italian","{'Monday': '16:30-20:0', 'Tuesday': '16:30-20:0', 'Wednesday': '16:30-20:0', 'Thursday': '16:30-20:0', 'Friday': '16:30-20:0', 'Saturday': '16:30-20:0', 'Sunday': '16:30-20:0'}",Italian
200,202,318,47944,3fpAmsSuEFNF29UUPpgwlw,Spudnuts & Bagels,3629 State St,Santa Barbara,CA,93105,34.4401969,-119.7414014,4.5,292,"Restaurants, Bagels, Coffee & Tea, Food, Bubble Tea, Donuts","{'Monday': '5:0-17:0', 'Tuesday': '5:0-17:0', 'Wednesday': '5:0-17:0', 'Thursday': '5:0-17:0', 'Friday': '5:0-17:0', 'Saturday': '5:0-17:0', 'Sunday': '5:0-13:0'}",Bakery
201,203,319,48546,d0ybsdCs9S9DTDTxuwLbKg,La Tapatia,5764 Hollister Ave,Goleta,CA,93117,34.4359029,-119.8255196,3,52,"Restaurants, Mexican","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",Mexican
202,204,322,48767,sjWf71VmU5HIwqX8RGCLJw,Riviera Bar,20 W Figueroa St,Santa Barbara,CA,93101,34.42185991,-119.7039637,4.5,22,"Cocktail Bars, Wine Bars, Nightlife, Bars, Beer Bar, Restaurants","{'Monday': '16:30-22:0', 'Tuesday': '16:30-22:0', 'Wednesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '16:30-22:0', 'Saturday': '16:30-22:0', 'Sunday': '16:30-22:0'}",American
203,205,323,48795,Gz3vi3dVKMylBb8HV1tP8Q,Blenders In the Grass,"1046 Coast Village Rd, Ste F",Santa Barbara,CA,93108,34.4219674,-119.6501878,3.5,68,"Juice Bars & Smoothies, Food, Restaurants, Vegetarian","{'Monday': '0:0-0:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-18:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-22:0'}",Healthy
204,206,324,49144,omnCKxL0f_akh0eYeJxjDg,Seven Bar & Kitchen,224 Helena St,Santa Barbara,CA,93101,34.4152367,-119.6917437,4,353,"Lounges, Art Galleries, American (New), Bars, Shopping, Nightlife, Restaurants, Music Venues, Gastropubs, Cocktail Bars, Arts & Entertainment","{'Monday': '0:0-0:0', 'Wednesday': '17:0-0:0', 'Thursday': '17:0-0:0', 'Friday': '16:0-1:0', 'Saturday': '14:0-1:0', 'Sunday': '14:0-23:0'}",American
205,207,325,50048,uQSCNdPI0dC_sPsOh1U8NQ,McDonald's,1906 Cliff Dr,Santa Barbara,CA,93109,34.40188178,-119.7223487,2,41,"Restaurants, Food, Fast Food, Burgers, Coffee & Tea","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Fast Food
206,208,327,50122,6EPPtwJR1kdIfHiCjzCzuw,The Harbor Restaurant,210 Stearns Wharf,Santa Barbara,CA,93101,34.4104753,-119.6868426,3.5,477,"Seafood, Restaurants, American (Traditional)","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-22:0'}",Seafood
207,209,328,50175,0iLgVQpBeIYYwQZIblTTVw,Cafe 154,"4151 Foothill Rd Building A Main Fl, Bldg A",Santa Barbara,CA,93110,34.4510958,-119.7600909,4,10,"Cafes, Restaurants, Cafeteria","{'Monday': '6:30-18:0', 'Tuesday': '6:30-18:0', 'Wednesday': '6:30-18:0', 'Thursday': '6:30-18:0', 'Friday': '6:30-17:0'}",Bakery
208,210,331,51298,cCi63HyU5XtjCaCVw0qJCw,M Kitchen,"634 State St, M. Special Brewing Company",Santa Barbara,CA,93101,34.4187305,-119.6976933,3,15,"Restaurants, American (Traditional)","{'Monday': '16:0-21:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}",American
209,211,334,51524,IRyKDIF51M0GcqS8yfPcYA,Mesa Cafe,1972 Cliff Dr,Santa Barbara,CA,93109,34.4022202,-119.7228003,4,374,"Restaurants, Bars, Breakfast & Brunch, American (Traditional), Nightlife","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",American
211,213,339,52128,1lwulkAD5htni3rbHW8oeg,Subway,"1940 Cliff Dr, Ste B-13",Santa Barbara,CA,93109,34.402151,-119.7225483,3,11,"Restaurants, Sandwiches, Salad, Fast Food","{'Monday': '9:0-22:30', 'Tuesday': '9:0-22:30', 'Wednesday': '9:0-22:30', 'Thursday': '9:0-22:30', 'Friday': '9:0-22:30', 'Saturday': '9:0-22:30', 'Sunday': '11:0-22:0'}",Fast Food
212,214,340,52187,ebJav941naDgngDP2EIRHw,Panda Express,3849 State St. Space I-58,Santa Barbara,CA,93101,34.439041,-119.749199,2.5,51,"Fast Food, Chinese, Restaurants","{'Monday': '10:30-20:0', 'Tuesday': '10:30-20:0', 'Wednesday': '10:30-20:0', 'Thursday': '10:30-20:0', 'Friday': '10:30-20:0', 'Saturday': '10:30-20:0', 'Sunday': '10:30-20:0'}",Fast Food
214,216,343,52349,j3Ml_qEFnDOaH5miNzG6xw,Rose Cafe No 2,1816 Cliff Dr,Santa Barbara,CA,93109,34.40162,-119.721043,3.5,173,"Restaurants, Mexican","{'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:30', 'Saturday': '8:0-20:30', 'Sunday': '8:0-14:0'}",Mexican
215,217,345,53182,m-EfDi7UBwdiEBm7NXqq3w,Pizza My Heart,6533 Trigo Rd,Isla Vista,CA,93117,34.41099,-119.855278,4,151,"Restaurants, Pizza","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '16:0-21:0', 'Sunday': '16:0-21:0'}",Pizza
216,218,347,53500,45D7B9CqiUTTPUFcqmLx5Q,Live Oak Cafe,2220 Bath St,Santa Barbara,CA,93105,34.4303146,-119.720935,4.5,263,"Farmers Market, Food, Fast Food, American (New), Bars, Wine Bars, Breakfast & Brunch, Cafes, Restaurants, Nightlife","{'Monday': '8:0-14:0', 'Tuesday': '16:30-21:0', 'Wednesday': '16:30-21:0', 'Thursday': '16:30-21:0', 'Friday': '16:30-21:0', 'Saturday': '8:0-14:0', 'Sunday': '8:0-14:0'}",American
217,219,349,53878,wUHUyTrOpUcTVTQpyZFo8w,McDonald's,1213 State St,Santa Barbara,CA,93101,34.423608,-119.705139,2,34,"Fast Food, Restaurants, Coffee & Tea, Food, Burgers","{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-23:0', 'Friday': '6:0-23:0', 'Saturday': '6:0-23:0', 'Sunday': '7:0-22:0'}",Fast Food
218,220,350,53924,COSC9JC0Vjr89CaTZuPkUA,Santa Barbara Craft Ramen,436 State St,Santa Barbara,CA,93101,34.41672516,-119.6952347,4,477,"Ramen, Japanese, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '16:30-21:30', 'Wednesday': '16:30-21:30', 'Thursday': '16:30-21:30', 'Friday': '16:30-20:0', 'Saturday': '12:0-22:30', 'Sunday': '12:0-21:0'}",Japanese
220,222,353,54486,E_ac8Q20OJD9L8cafCBKaQ,Milk & Honey Tapas,30 W Anapamu St,Santa Barbara,CA,93101,34.42257,-119.7054592,4,534,"Restaurants, Food Delivery Services, Nightlife, Cocktail Bars, Food, Tapas Bars, Bars","{'Monday': '0:0-0:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-23:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0'}",American
221,223,354,54580,oinV9xrSkR3b_T8sK1nsqg,Bibi Ji,734 State St,Santa Barbara,CA,93101,34.41953272,-119.6991315,3.5,260,"Wine Bars, Restaurants, Indian, Australian, Bars, American (New), Nightlife","{'Monday': '16:30-21:0', 'Thursday': '16:30-21:0', 'Friday': '13:0-21:45', 'Saturday': '13:0-21:45', 'Sunday': '16:30-21:0'}",Indian
