,business_id,hours,day_of_the_week,,
1207,Gg2ZHe57Ztuv8JaFj0mNhw, 11:0-0:0 ,  Saturday ,,
1208,Gg2ZHe57Ztuv8JaFj0mNhw, 11:0-22:0  ,  Sunday ,,
1209,cbX2XHrun39yJBND451_oA, 5:0-21:0 ,  Monday ,,
1210,cbX2XHrun39yJBND451_oA, 5:0-17:0 ,  Tuesday ,,
1211,cbX2XHrun39yJBND451_oA, 7:0-17:0 ,  Wednesday ,,
1212,cbX2XHrun39yJBND451_oA, 5:0-21:0 ,  Thursday ,,
1213,cbX2XHrun39yJBND451_oA, 5:0-21:0 ,  Friday ,,
1214,cbX2XHrun39yJBND451_oA, 5:0-21:0 ,  Saturday ,,
1215,cbX2XHrun39yJBND451_oA, 5:0-17:0  ,  Sunday ,,
1216,S7Cl9gYqaC9jlw32yd4_Yg, 0:0-0:0 ,  Monday ,,
1217,S7Cl9gYqaC9jlw32yd4_Yg, 5:30-20:0 ,  Tuesday ,,
1218,S7Cl9gYqaC9jlw32yd4_Yg, 5:30-20:0 ,  Wednesday ,,
1219,S7Cl9gYqaC9jlw32yd4_Yg, 5:30-20:0 ,  Thursday ,,
1220,S7Cl9gYqaC9jlw32yd4_Yg, 5:30-20:0 ,  Friday ,,
1221,S7Cl9gYqaC9jlw32yd4_Yg, 5:30-20:0 ,  Saturday ,,
1222,S7Cl9gYqaC9jlw32yd4_Yg, 5:30-20:0  ,  Sunday ,,
1223,QBuyT7RmnVj2AnS3NfxIBg, 9:0-21:0 ,  Monday ,,
1224,QBuyT7RmnVj2AnS3NfxIBg, 9:0-21:0 ,  Tuesday ,,
1225,QBuyT7RmnVj2AnS3NfxIBg, 9:0-21:0 ,  Wednesday ,,
1226,QBuyT7RmnVj2AnS3NfxIBg, 9:0-21:0 ,  Thursday ,,
1227,QBuyT7RmnVj2AnS3NfxIBg, 9:0-21:0 ,  Friday ,,
1228,QBuyT7RmnVj2AnS3NfxIBg, 9:0-21:0 ,  Saturday ,,
1229,QBuyT7RmnVj2AnS3NfxIBg, 9:0-21:0  ,  Sunday ,,
1230,TeUEijNG9w8m2fNaE7J1TA, 0:0-0:0 ,  Monday ,,
1231,TeUEijNG9w8m2fNaE7J1TA, 17:0-21:0 ,  Tuesday ,,
1232,TeUEijNG9w8m2fNaE7J1TA, 17:0-21:0 ,  Wednesday ,,
1233,TeUEijNG9w8m2fNaE7J1TA, 17:0-21:0 ,  Thursday ,,
1234,TeUEijNG9w8m2fNaE7J1TA, 17:0-21:30 ,  Friday ,,
1235,TeUEijNG9w8m2fNaE7J1TA, 17:0-21:30 ,  Saturday ,,
1236,TeUEijNG9w8m2fNaE7J1TA, 17:0-21:0  ,  Sunday ,,
1237,cOoTIQ0RcudE1R5aRVZzdw, 8:0-16:0 ,  Monday ,,
1238,cOoTIQ0RcudE1R5aRVZzdw, 8:0-16:0 ,  Tuesday ,,
1239,cOoTIQ0RcudE1R5aRVZzdw, 8:0-16:0 ,  Wednesday ,,
1240,cOoTIQ0RcudE1R5aRVZzdw, 8:0-16:0 ,  Thursday ,,
1241,cOoTIQ0RcudE1R5aRVZzdw, 8:0-16:0 ,  Friday ,,
1242,cOoTIQ0RcudE1R5aRVZzdw, 8:0-16:0 ,  Saturday ,,
1243,cOoTIQ0RcudE1R5aRVZzdw, 8:0-16:0  ,  Sunday ,,
1244,gdEZfd6RFXYmmXX71RDvbA, 0:0-0:0 ,  Monday ,,
1245,gdEZfd6RFXYmmXX71RDvbA, 1:0-1:30  ,  Saturday ,,
1246,L8rhRyXtpq2nCE0il1KN_g, 7:30-17:0 ,  Monday ,,
1247,L8rhRyXtpq2nCE0il1KN_g, 7:30-17:0 ,  Tuesday ,,
1248,L8rhRyXtpq2nCE0il1KN_g, 7:30-17:0 ,  Wednesday ,,
1249,L8rhRyXtpq2nCE0il1KN_g, 7:30-17:0 ,  Thursday ,,
1250,L8rhRyXtpq2nCE0il1KN_g, 7:30-17:0  ,  Friday ,,
1251,sZHLbLnw1vwHF1xDzuV1iw, 0:0-0:0 ,  Monday ,,
1252,sZHLbLnw1vwHF1xDzuV1iw, 13:0-19:0 ,  Thursday ,,
1253,sZHLbLnw1vwHF1xDzuV1iw, 13:0-19:0 ,  Friday ,,
1254,sZHLbLnw1vwHF1xDzuV1iw, 13:0-19:0 ,  Saturday ,,
1255,sZHLbLnw1vwHF1xDzuV1iw, 13:0-19:0  ,  Sunday ,,
1256,eFn-8QlFGdkT_B-bWigtFQ, 7:0-20:0 ,  Monday ,,
1257,eFn-8QlFGdkT_B-bWigtFQ, 7:0-20:0 ,  Tuesday ,,
1258,eFn-8QlFGdkT_B-bWigtFQ, 7:0-13:0 ,  Wednesday ,,
1259,eFn-8QlFGdkT_B-bWigtFQ, 7:0-20:0 ,  Thursday ,,
1260,eFn-8QlFGdkT_B-bWigtFQ, 7:0-20:0 ,  Friday ,,
1261,eFn-8QlFGdkT_B-bWigtFQ, 7:0-20:0 ,  Saturday ,,
1262,eFn-8QlFGdkT_B-bWigtFQ, 7:0-15:0  ,  Sunday ,,
1263,kdowTW3-5Qcr8je9LgItKQ, 16:0-21:0 ,  Monday ,,
1264,kdowTW3-5Qcr8je9LgItKQ, 16:0-21:0 ,  Tuesday ,,
1265,kdowTW3-5Qcr8je9LgItKQ, 16:0-21:0 ,  Wednesday ,,
1266,kdowTW3-5Qcr8je9LgItKQ, 16:0-21:0 ,  Thursday ,,
1267,kdowTW3-5Qcr8je9LgItKQ, 16:0-21:0 ,  Friday ,,
1268,kdowTW3-5Qcr8je9LgItKQ, 16:0-21:0 ,  Saturday ,,
1269,kdowTW3-5Qcr8je9LgItKQ, 16:0-21:0  ,  Sunday ,,
1270,4xBkP-W_WaOzBiP8yD7yvg, 15:0-21:30 ,  Monday ,,
1271,4xBkP-W_WaOzBiP8yD7yvg, 15:0-21:30 ,  Tuesday ,,
1272,4xBkP-W_WaOzBiP8yD7yvg, 15:0-21:30 ,  Wednesday ,,
1273,4xBkP-W_WaOzBiP8yD7yvg, 15:0-21:30 ,  Thursday ,,
1274,4xBkP-W_WaOzBiP8yD7yvg, 11:0-22:0 ,  Friday ,,
1275,4xBkP-W_WaOzBiP8yD7yvg, 11:0-23:0 ,  Saturday ,,
1276,4xBkP-W_WaOzBiP8yD7yvg, 11:0-21:0  ,  Sunday ,,
1277,E8tiSAB6O4TPeVdKR0K5Ug, 0:0-0:0 ,  Monday ,,
1278,E8tiSAB6O4TPeVdKR0K5Ug, 11:0-20:0 ,  Tuesday ,,
1279,E8tiSAB6O4TPeVdKR0K5Ug, 11:0-0:0 ,  Wednesday ,,
1280,E8tiSAB6O4TPeVdKR0K5Ug, 11:0-0:0 ,  Thursday ,,
1281,E8tiSAB6O4TPeVdKR0K5Ug, 11:0-0:0 ,  Friday ,,
1282,E8tiSAB6O4TPeVdKR0K5Ug, 11:0-0:0 ,  Saturday ,,
1283,E8tiSAB6O4TPeVdKR0K5Ug, 11:0-0:0  ,  Sunday ,,
1284,lqwbnNd_SXzkIK_pkU2FkA, 8:0-16:0 ,  Monday ,,
1285,lqwbnNd_SXzkIK_pkU2FkA, 8:0-16:0 ,  Tuesday ,,
1286,lqwbnNd_SXzkIK_pkU2FkA, 8:0-16:0 ,  Wednesday ,,
1287,lqwbnNd_SXzkIK_pkU2FkA, 8:0-16:0 ,  Thursday ,,
1288,lqwbnNd_SXzkIK_pkU2FkA, 8:0-16:0 ,  Friday ,,
1289,lqwbnNd_SXzkIK_pkU2FkA, 11:0-15:0  ,  Saturday ,,
1290,M3LZKA-tVFRJyPeKA3_2OA, 11:0-18:0 ,  Tuesday ,,
1291,M3LZKA-tVFRJyPeKA3_2OA, 11:0-18:0 ,  Wednesday ,,
1292,M3LZKA-tVFRJyPeKA3_2OA, 11:0-18:0 ,  Thursday ,,
1293,M3LZKA-tVFRJyPeKA3_2OA, 11:0-18:0 ,  Friday ,,
1294,M3LZKA-tVFRJyPeKA3_2OA, 11:0-17:0  ,  Saturday ,,
1295,CUWituEeIX3xA0xU7X82Ow, 17:0-20:30 ,  Monday ,,
1296,CUWituEeIX3xA0xU7X82Ow, 17:0-20:30 ,  Thursday ,,
1297,CUWituEeIX3xA0xU7X82Ow, 17:0-20:30 ,  Friday ,,
1298,CUWituEeIX3xA0xU7X82Ow, 10:0-21:0 ,  Saturday ,,
1299,CUWituEeIX3xA0xU7X82Ow, 10:0-16:0  ,  Sunday ,,
1300,w1l5vu31SJgPLTp6nlLWEg, 9:0-22:0 ,  Tuesday ,,
1301,w1l5vu31SJgPLTp6nlLWEg, 9:0-22:0 ,  Wednesday ,,
1302,w1l5vu31SJgPLTp6nlLWEg, 9:0-22:0 ,  Thursday ,,
1303,w1l5vu31SJgPLTp6nlLWEg, 9:0-22:0 ,  Friday ,,
1304,w1l5vu31SJgPLTp6nlLWEg, 9:30-22:0 ,  Saturday ,,
1305,w1l5vu31SJgPLTp6nlLWEg, 9:30-22:0  ,  Sunday ,,
1306,QS0a4snAEc-zdLeLIgTaHg, 8:0-18:0 ,  Tuesday ,,
1307,QS0a4snAEc-zdLeLIgTaHg, 8:0-18:0 ,  Wednesday ,,
1308,QS0a4snAEc-zdLeLIgTaHg, 8:0-18:0 ,  Thursday ,,
1309,QS0a4snAEc-zdLeLIgTaHg, 8:0-18:0 ,  Friday ,,
1310,QS0a4snAEc-zdLeLIgTaHg, 8:0-18:0  ,  Saturday ,,
1311,8r_n8JdKQ0gePm2neSkL7A, 0:0-0:0 ,  Monday ,,
1312,8r_n8JdKQ0gePm2neSkL7A, 11:0-21:0 ,  Tuesday ,,
1313,8r_n8JdKQ0gePm2neSkL7A, 11:0-21:0 ,  Wednesday ,,
1314,8r_n8JdKQ0gePm2neSkL7A, 11:0-21:0 ,  Thursday ,,
1315,8r_n8JdKQ0gePm2neSkL7A, 11:0-21:30 ,  Friday ,,
1316,8r_n8JdKQ0gePm2neSkL7A, 11:0-21:30 ,  Saturday ,,
1317,8r_n8JdKQ0gePm2neSkL7A, 11:0-21:0  ,  Sunday ,,
1318,E1R-xslwl7XeTN5lQ7mWPg, 0:0-0:0 ,  Monday ,,
1319,E1R-xslwl7XeTN5lQ7mWPg, 17:0-21:0 ,  Tuesday ,,
1320,E1R-xslwl7XeTN5lQ7mWPg, 17:0-21:0 ,  Wednesday ,,
1321,E1R-xslwl7XeTN5lQ7mWPg, 17:0-21:0 ,  Thursday ,,
1322,E1R-xslwl7XeTN5lQ7mWPg, 17:0-21:30 ,  Friday ,,
1323,E1R-xslwl7XeTN5lQ7mWPg, 17:0-21:30 ,  Saturday ,,
1324,E1R-xslwl7XeTN5lQ7mWPg, 17:0-21:0  ,  Sunday ,,
1325,RHgj2ssSXnS0VA7DRvKomg, 17:30-22:0 ,  Monday ,,
1326,RHgj2ssSXnS0VA7DRvKomg, 17:30-22:0 ,  Tuesday ,,
1327,RHgj2ssSXnS0VA7DRvKomg, 17:30-22:0 ,  Wednesday ,,
1328,RHgj2ssSXnS0VA7DRvKomg, 17:30-22:0 ,  Thursday ,,
1329,RHgj2ssSXnS0VA7DRvKomg, 17:30-22:30 ,  Friday ,,
1330,RHgj2ssSXnS0VA7DRvKomg, 17:30-22:30 ,  Saturday ,,
1331,RHgj2ssSXnS0VA7DRvKomg, 17:30-21:30  ,  Sunday ,,
1332,YGgGefpPTFhgthvQvMAGoQ, 6:30-15:0 ,  Monday ,,
1333,YGgGefpPTFhgthvQvMAGoQ, 6:30-15:0 ,  Tuesday ,,
1334,YGgGefpPTFhgthvQvMAGoQ, 6:30-15:0 ,  Wednesday ,,
1335,YGgGefpPTFhgthvQvMAGoQ, 6:30-15:0 ,  Thursday ,,
1336,YGgGefpPTFhgthvQvMAGoQ, 6:30-15:0 ,  Friday ,,
1337,YGgGefpPTFhgthvQvMAGoQ, 6:30-15:0 ,  Saturday ,,
1338,YGgGefpPTFhgthvQvMAGoQ, 6:30-15:0  ,  Sunday ,,
1339,2pBNVsJo3a3CPbInUu9lvQ, 7:0-17:0 ,  Monday ,,
1340,2pBNVsJo3a3CPbInUu9lvQ, 7:0-17:0 ,  Tuesday ,,
1341,2pBNVsJo3a3CPbInUu9lvQ, 7:0-17:0 ,  Wednesday ,,
1342,2pBNVsJo3a3CPbInUu9lvQ, 7:0-17:0 ,  Thursday ,,
1343,2pBNVsJo3a3CPbInUu9lvQ, 7:0-17:0 ,  Friday ,,
1344,2pBNVsJo3a3CPbInUu9lvQ, 7:0-19:0 ,  Saturday ,,
1345,2pBNVsJo3a3CPbInUu9lvQ, 7:0-19:0  ,  Sunday ,,
1346,1J0NIfmrSuV72KzhmYFxMA, 17:0-21:0 ,  Monday ,,
1347,1J0NIfmrSuV72KzhmYFxMA, 17:0-21:0 ,  Tuesday ,,
1348,1J0NIfmrSuV72KzhmYFxMA, 17:0-21:0 ,  Wednesday ,,
1349,1J0NIfmrSuV72KzhmYFxMA, 17:0-21:0 ,  Thursday ,,
1350,1J0NIfmrSuV72KzhmYFxMA, 17:0-21:0 ,  Friday ,,
1351,1J0NIfmrSuV72KzhmYFxMA, 17:0-21:0 ,  Saturday ,,
1352,1J0NIfmrSuV72KzhmYFxMA, 17:0-21:0  ,  Sunday ,,
1353,z6I4QVP1M1HXETgwD92XHg, 17:0-21:0 ,  Tuesday ,,
1354,z6I4QVP1M1HXETgwD92XHg, 17:0-21:0 ,  Wednesday ,,
1355,z6I4QVP1M1HXETgwD92XHg, 17:0-21:0 ,  Thursday ,,
1356,z6I4QVP1M1HXETgwD92XHg, 17:0-21:30 ,  Friday ,,
1357,z6I4QVP1M1HXETgwD92XHg, 17:0-21:30 ,  Saturday ,,
1358,z6I4QVP1M1HXETgwD92XHg, 17:0-21:30  ,  Sunday ,,
1359,_T8tOBDr3NKNxd0yl5GwjA, 5:0-21:0 ,  Monday ,,
1360,_T8tOBDr3NKNxd0yl5GwjA, 5:0-21:0 ,  Tuesday ,,
1361,_T8tOBDr3NKNxd0yl5GwjA, 5:0-21:0 ,  Wednesday ,,
1362,_T8tOBDr3NKNxd0yl5GwjA, 5:0-21:0 ,  Thursday ,,
1363,_T8tOBDr3NKNxd0yl5GwjA, 5:0-21:0 ,  Friday ,,
1364,_T8tOBDr3NKNxd0yl5GwjA, 6:0-21:0 ,  Saturday ,,
1365,_T8tOBDr3NKNxd0yl5GwjA, 6:0-21:0  ,  Sunday ,,
1366,Nq4k3dnfiOMT_UrOL9xO-A, 11:0-21:30 ,  Monday ,,
1367,Nq4k3dnfiOMT_UrOL9xO-A, 11:0-21:30 ,  Tuesday ,,
1368,Nq4k3dnfiOMT_UrOL9xO-A, 11:0-21:30 ,  Thursday ,,
1369,Nq4k3dnfiOMT_UrOL9xO-A, 11:0-22:0 ,  Friday ,,
1370,Nq4k3dnfiOMT_UrOL9xO-A, 11:30-22:0 ,  Saturday ,,
1371,Nq4k3dnfiOMT_UrOL9xO-A, 11:30-21:30  ,  Sunday ,,
1372,XkveGZ8pr9TL5bZCqmzuhA, 8:0-17:0 ,  Monday ,,
1373,XkveGZ8pr9TL5bZCqmzuhA, 8:0-17:0 ,  Tuesday ,,
1374,XkveGZ8pr9TL5bZCqmzuhA, 8:0-17:0 ,  Wednesday ,,
1375,XkveGZ8pr9TL5bZCqmzuhA, 8:0-17:0 ,  Thursday ,,
1376,XkveGZ8pr9TL5bZCqmzuhA, 8:0-17:0 ,  Friday ,,
1377,XkveGZ8pr9TL5bZCqmzuhA, 13:0-18:0 ,  Saturday ,,
1378,XkveGZ8pr9TL5bZCqmzuhA, 13:0-18:0  ,  Sunday ,,
1379,ZYqNIWch6Ik9wLZCa1hxkw, 9:30-21:0 ,  Tuesday ,,
1380,ZYqNIWch6Ik9wLZCa1hxkw, 9:30-21:0 ,  Wednesday ,,
1381,ZYqNIWch6Ik9wLZCa1hxkw, 9:30-21:0 ,  Thursday ,,
1382,ZYqNIWch6Ik9wLZCa1hxkw, 9:30-21:0 ,  Friday ,,
1383,ZYqNIWch6Ik9wLZCa1hxkw, 9:30-21:0 ,  Saturday ,,
1384,ZYqNIWch6Ik9wLZCa1hxkw, 8:30-20:0  ,  Sunday ,,
1385,Ce6B2-CYAjGvRZe3GKyxYA, 0:0-0:0 ,  Monday ,,
1386,Ce6B2-CYAjGvRZe3GKyxYA, 11:0-20:0 ,  Tuesday ,,
1387,Ce6B2-CYAjGvRZe3GKyxYA, 11:0-0:0 ,  Wednesday ,,
1388,Ce6B2-CYAjGvRZe3GKyxYA, 11:0-0:0 ,  Thursday ,,
1389,Ce6B2-CYAjGvRZe3GKyxYA, 11:0-0:0 ,  Friday ,,
1390,Ce6B2-CYAjGvRZe3GKyxYA, 11:0-0:0 ,  Saturday ,,
1391,Ce6B2-CYAjGvRZe3GKyxYA, 11:0-0:0  ,  Sunday ,,
1392,MX2YGruhd0sMNHZGK7p5-Q, 7:0-15:0 ,  Monday ,,
1393,MX2YGruhd0sMNHZGK7p5-Q, 17:0-21:0 ,  Tuesday ,,
1394,MX2YGruhd0sMNHZGK7p5-Q, 17:0-21:0 ,  Wednesday ,,
1395,MX2YGruhd0sMNHZGK7p5-Q, 17:0-21:0 ,  Thursday ,,
1396,MX2YGruhd0sMNHZGK7p5-Q, 17:0-21:0 ,  Friday ,,
1397,MX2YGruhd0sMNHZGK7p5-Q, 7:0-21:0 ,  Saturday ,,
1398,MX2YGruhd0sMNHZGK7p5-Q, 7:0-15:0  ,  Sunday ,,
1399,#NAME?, 0:0-0:0 ,  Monday ,,drop
1400,#NAME?, 7:0-16:0 ,  Tuesday ,,
1401,#NAME?, 7:0-16:0 ,  Wednesday ,,
1402,#NAME?, 7:0-16:0 ,  Thursday ,,
1403,#NAME?, 7:0-16:0 ,  Friday ,,
1404,#NAME?, 7:0-16:0 ,  Saturday ,,
1405,#NAME?, 7:0-15:0  ,  Sunday ,,
1406,4uspKB1d3pGdgjOClA-UkQ, 0:0-0:0 ,  Monday ,,
1407,4uspKB1d3pGdgjOClA-UkQ, 6:30-15:30 ,  Tuesday ,,
1408,4uspKB1d3pGdgjOClA-UkQ, 6:30-15:30 ,  Wednesday ,,
1409,4uspKB1d3pGdgjOClA-UkQ, 6:30-15:30 ,  Thursday ,,
1410,4uspKB1d3pGdgjOClA-UkQ, 6:30-15:30 ,  Friday ,,
1411,4uspKB1d3pGdgjOClA-UkQ, 6:30-15:30 ,  Saturday ,,
1412,4uspKB1d3pGdgjOClA-UkQ, 7:0-14:30  ,  Sunday ,,
1413,IQPsL4ZKgYpvuN0BJn_yhQ, 17:0-21:0 ,  Tuesday ,,
1414,IQPsL4ZKgYpvuN0BJn_yhQ, 17:0-21:0 ,  Wednesday ,,
1415,IQPsL4ZKgYpvuN0BJn_yhQ, 17:0-21:0 ,  Thursday ,,
1416,IQPsL4ZKgYpvuN0BJn_yhQ, 17:0-21:0 ,  Friday ,,
1417,IQPsL4ZKgYpvuN0BJn_yhQ, 17:0-21:0  ,  Saturday ,,
1418,p6yHZaiijFq4b4P3sYSRjA, 9:0-16:0 ,  Monday ,,
1419,p6yHZaiijFq4b4P3sYSRjA, 9:0-16:0 ,  Tuesday ,,
1420,p6yHZaiijFq4b4P3sYSRjA, 9:0-16:0 ,  Wednesday ,,
1421,p6yHZaiijFq4b4P3sYSRjA, 9:0-16:0 ,  Thursday ,,
1422,p6yHZaiijFq4b4P3sYSRjA, 9:0-16:0 ,  Friday ,,
1423,p6yHZaiijFq4b4P3sYSRjA, 9:0-16:0  ,  Saturday ,,
1424,nnn78cplvQGZSMVblpI5gQ, 11:0-21:0 ,  Monday ,,
1425,nnn78cplvQGZSMVblpI5gQ, 11:0-21:0 ,  Tuesday ,,
1426,nnn78cplvQGZSMVblpI5gQ, 11:0-21:0 ,  Wednesday ,,
1427,nnn78cplvQGZSMVblpI5gQ, 11:0-21:0 ,  Thursday ,,
1428,nnn78cplvQGZSMVblpI5gQ, 11:0-21:0 ,  Friday ,,
1429,nnn78cplvQGZSMVblpI5gQ, 11:0-21:0 ,  Saturday ,,
1430,nnn78cplvQGZSMVblpI5gQ, 11:0-21:0  ,  Sunday ,,
1431,Sa1G0j7YGs0mSa-mU4tvgg, 7:0-22:0 ,  Monday ,,
1432,Sa1G0j7YGs0mSa-mU4tvgg, 7:0-22:0 ,  Tuesday ,,
1433,Sa1G0j7YGs0mSa-mU4tvgg, 7:0-22:0 ,  Wednesday ,,
1434,Sa1G0j7YGs0mSa-mU4tvgg, 7:0-22:0 ,  Thursday ,,
1435,Sa1G0j7YGs0mSa-mU4tvgg, 7:0-22:0 ,  Friday ,,
1436,Sa1G0j7YGs0mSa-mU4tvgg, 7:0-22:0 ,  Saturday ,,
1437,Sa1G0j7YGs0mSa-mU4tvgg, 7:0-22:0  ,  Sunday ,,
1438,okc-iCgWvKGa1DfQSOh1Ig, 10:0-20:0 ,  Monday ,,
1439,okc-iCgWvKGa1DfQSOh1Ig, 10:0-20:0 ,  Tuesday ,,
1440,okc-iCgWvKGa1DfQSOh1Ig, 10:0-20:0 ,  Wednesday ,,
1441,okc-iCgWvKGa1DfQSOh1Ig, 10:0-20:0 ,  Thursday ,,
1442,okc-iCgWvKGa1DfQSOh1Ig, 10:0-20:0 ,  Friday ,,
1443,okc-iCgWvKGa1DfQSOh1Ig, 8:0-20:0 ,  Saturday ,,
1444,okc-iCgWvKGa1DfQSOh1Ig, 8:0-14:0  ,  Sunday ,,
1445,tGQytMbOXDdZS_OSK9hkBw, 17:30-21:0 ,  Tuesday ,,
1446,tGQytMbOXDdZS_OSK9hkBw, 17:30-21:0 ,  Wednesday ,,
1447,tGQytMbOXDdZS_OSK9hkBw, 17:30-21:0 ,  Thursday ,,
1448,tGQytMbOXDdZS_OSK9hkBw, 17:30-21:30 ,  Friday ,,
1449,tGQytMbOXDdZS_OSK9hkBw, 17:30-21:30 ,  Saturday ,,
1450,tGQytMbOXDdZS_OSK9hkBw, 10:0-13:0  ,  Sunday ,,
1451,H4Zf42Q3I8JyQ-V5l4dJrg, 18:0-0:0 ,  Wednesday ,,
1452,H4Zf42Q3I8JyQ-V5l4dJrg, 18:0-1:30 ,  Thursday ,,
1453,H4Zf42Q3I8JyQ-V5l4dJrg, 18:0-0:0 ,  Friday ,,
1454,H4Zf42Q3I8JyQ-V5l4dJrg, 17:0-0:0 ,  Saturday ,,
1455,H4Zf42Q3I8JyQ-V5l4dJrg, 12:0-22:0  ,  Sunday ,,
1456,UAy8Qc_T0CuHxQRiUMNN4g, 10:0-21:0 ,  Monday ,,
1457,UAy8Qc_T0CuHxQRiUMNN4g, 10:0-21:0 ,  Tuesday ,,
1458,UAy8Qc_T0CuHxQRiUMNN4g, 10:0-21:0 ,  Wednesday ,,
1459,UAy8Qc_T0CuHxQRiUMNN4g, 10:0-21:0 ,  Thursday ,,
1460,UAy8Qc_T0CuHxQRiUMNN4g, 10:0-21:0 ,  Friday ,,
1461,UAy8Qc_T0CuHxQRiUMNN4g, 10:30-21:0 ,  Saturday ,,
1462,UAy8Qc_T0CuHxQRiUMNN4g, 11:0-21:0  ,  Sunday ,,
1463,4F3wxihvRNXK9cuxlOOJBg, 11:0-20:0 ,  Monday ,,
1464,4F3wxihvRNXK9cuxlOOJBg, 11:0-20:0 ,  Tuesday ,,
1465,4F3wxihvRNXK9cuxlOOJBg, 11:0-20:0 ,  Wednesday ,,
1466,4F3wxihvRNXK9cuxlOOJBg, 11:0-20:0 ,  Thursday ,,
1467,4F3wxihvRNXK9cuxlOOJBg, 11:0-21:0 ,  Friday ,,
1468,4F3wxihvRNXK9cuxlOOJBg, 11:0-21:0 ,  Saturday ,,
1469,4F3wxihvRNXK9cuxlOOJBg, 11:0-20:0  ,  Sunday ,,
1470,I7tLQ1YEJjcN16josIx6Dw, 10:0-16:0 ,  Monday ,,
1471,I7tLQ1YEJjcN16josIx6Dw, 10:0-16:0 ,  Tuesday ,,
1472,I7tLQ1YEJjcN16josIx6Dw, 10:0-16:0 ,  Wednesday ,,
1473,I7tLQ1YEJjcN16josIx6Dw, 10:0-16:0 ,  Thursday ,,
1474,I7tLQ1YEJjcN16josIx6Dw, 10:0-16:0 ,  Friday ,,
1475,I7tLQ1YEJjcN16josIx6Dw, 10:0-16:0 ,  Saturday ,,
1476,I7tLQ1YEJjcN16josIx6Dw, 11:0-15:0  ,  Sunday ,,
1477,RKuAfE06rDcetvOTI5MbbA, 8:0-21:0 ,  Monday ,,
1478,RKuAfE06rDcetvOTI5MbbA, 8:0-21:0 ,  Tuesday ,,
1479,RKuAfE06rDcetvOTI5MbbA, 8:0-21:0 ,  Wednesday ,,
1480,RKuAfE06rDcetvOTI5MbbA, 8:0-21:0 ,  Thursday ,,
1481,RKuAfE06rDcetvOTI5MbbA, 8:0-21:0 ,  Friday ,,
1482,RKuAfE06rDcetvOTI5MbbA, 8:0-21:0 ,  Saturday ,,
1483,RKuAfE06rDcetvOTI5MbbA, 8:0-21:0  ,  Sunday ,,
1484,upxQiiUF-6NM9jOJCxS_hg, 7:30-15:0 ,  Monday ,,
1485,upxQiiUF-6NM9jOJCxS_hg, 7:30-15:0 ,  Tuesday ,,
1486,upxQiiUF-6NM9jOJCxS_hg, 7:30-15:0 ,  Wednesday ,,
1487,upxQiiUF-6NM9jOJCxS_hg, 7:30-15:0 ,  Thursday ,,
1488,upxQiiUF-6NM9jOJCxS_hg, 7:30-15:0  ,  Friday ,,
1489,jZAU0OShjmcxIhkruFlZng, 7:0-22:0 ,  Monday ,,
1490,jZAU0OShjmcxIhkruFlZng, 7:0-22:0 ,  Tuesday ,,
1491,jZAU0OShjmcxIhkruFlZng, 7:0-22:0 ,  Wednesday ,,
1492,jZAU0OShjmcxIhkruFlZng, 7:0-22:0 ,  Thursday ,,
1493,jZAU0OShjmcxIhkruFlZng, 7:0-23:0 ,  Friday ,,
1494,jZAU0OShjmcxIhkruFlZng, 7:0-23:0 ,  Saturday ,,
1495,jZAU0OShjmcxIhkruFlZng, 7:0-22:0  ,  Sunday ,,
1496,Ch6O9z9_hHDACROLTr2JUQ, 9:0-20:0 ,  Monday ,,
1497,Ch6O9z9_hHDACROLTr2JUQ, 9:0-20:0 ,  Tuesday ,,
1498,Ch6O9z9_hHDACROLTr2JUQ, 9:0-20:0 ,  Wednesday ,,
1499,Ch6O9z9_hHDACROLTr2JUQ, 9:0-20:0 ,  Thursday ,,
1500,Ch6O9z9_hHDACROLTr2JUQ, 9:0-20:0 ,  Friday ,,
1501,Ch6O9z9_hHDACROLTr2JUQ, 9:0-19:0 ,  Saturday ,,
1502,Ch6O9z9_hHDACROLTr2JUQ, 10:0-18:0  ,  Sunday ,,
1503,-8iATYRnN46Km0_-ldx6cg, 17:0-21:0 ,  Tuesday ,,
1504,-8iATYRnN46Km0_-ldx6cg, 17:0-21:0 ,  Wednesday ,,
1505,-8iATYRnN46Km0_-ldx6cg, 17:0-22:0 ,  Thursday ,,
1506,-8iATYRnN46Km0_-ldx6cg, 17:0-22:0 ,  Friday ,,
1507,-8iATYRnN46Km0_-ldx6cg, 17:0-22:0  ,  Saturday ,,
1508,FE5R_F7svUphKeUWuxA0JA, 9:0-21:0 ,  Monday ,,
1509,FE5R_F7svUphKeUWuxA0JA, 9:0-21:0 ,  Tuesday ,,
1510,FE5R_F7svUphKeUWuxA0JA, 9:0-21:0 ,  Wednesday ,,
1511,FE5R_F7svUphKeUWuxA0JA, 9:0-21:0 ,  Thursday ,,
1512,FE5R_F7svUphKeUWuxA0JA, 9:0-21:0 ,  Friday ,,
1513,FE5R_F7svUphKeUWuxA0JA, 9:0-21:0 ,  Saturday ,,
1514,FE5R_F7svUphKeUWuxA0JA, 9:0-21:0  ,  Sunday ,,
1515,WQnjp_CEYTYKBBKJDME0bQ, 6:0-0:0 ,  Monday ,,
